race_no,official_time,time_sec
5529,03:09:02,11342
10078,03:09:02,11342
4601,03:09:02,11342
3172,03:09:02,11342
4012,03:09:04,11344
2183,03:09:04,11344
5380,03:09:04,11344
2759,03:09:04,11344
2016,03:09:05,11345
8814,03:09:05,11345
4431,03:09:05,11345
4000,03:09:06,11346
2406,03:09:07,11347
4517,03:09:07,11347
8405,03:09:07,11347
4796,03:09:07,11347
6101,03:09:07,11347
176,03:09:07,11347
4427,03:09:08,11348
6579,03:09:08,11348
4993,03:09:08,11348
5583,03:09:08,11348
8343,03:09:09,11349
1654,03:09:09,11349
3123,03:09:10,11350
3425,03:09:10,11350
5838,03:09:11,11351
4565,03:09:11,11351
4558,03:09:12,11352
7467,03:09:12,11352
2813,03:09:12,11352
1495,03:09:12,11352
7112,03:09:12,11352
797,03:09:13,11353
4161,03:09:13,11353
2834,03:09:14,11354
4049,03:09:14,11354
8084,03:09:14,11354
5296,03:09:16,11356
3803,03:09:16,11356
4510,03:09:16,11356
4520,03:09:17,11357
9567,03:09:17,11357
8270,03:09:18,11358
10882,03:09:18,11358
9032,03:09:19,11359
8908,03:09:19,11359
9970,03:09:19,11359
5744,03:09:19,11359
5795,03:09:19,11359
3922,03:09:19,11359
5850,03:09:20,11360
8263,03:09:20,11360
1961,03:09:20,11360
2211,03:09:20,11360
8860,03:09:20,11360
2481,03:09:20,11360
3112,03:09:21,11361
6610,03:09:21,11361
2188,03:09:21,11361
2797,03:09:21,11361
6189,03:09:22,11362
4616,03:09:22,11362
611,03:09:22,11362
3292,03:09:22,11362
8958,03:09:22,11362
8495,03:09:23,11363
6718,03:09:23,11363
5332,03:09:23,11363
1997,03:09:23,11363
5061,03:09:24,11364
7232,03:09:24,11364
8796,03:09:25,11365
303,03:09:25,11365
3775,03:09:26,11366
3448,03:09:26,11366
2589,03:09:26,11366
4940,03:09:27,11367
1696,03:09:27,11367
3179,03:09:27,11367
9419,03:09:28,11368
4002,03:09:29,11369
3153,03:09:29,11369
8347,03:09:29,11369
5271,03:09:29,11369
3439,03:09:30,11370
2820,03:09:30,11370
3873,03:09:30,11370
2029,03:09:30,11370
2511,03:09:31,11371
4611,03:09:31,11371
3397,03:09:31,11371
1439,03:09:32,11372
5626,03:09:32,11372
10428,03:09:32,11372
5240,03:09:32,11372
5878,03:09:33,11373
4106,03:09:33,11373
4822,03:09:34,11374
6661,03:09:35,11375
2842,03:09:35,11375
5692,03:09:35,11375
6480,03:09:37,11377
4922,03:09:37,11377
5632,03:09:37,11377
8938,03:09:37,11377
7213,03:09:38,11378
5759,03:09:38,11378
8387,03:09:38,11378
3082,03:09:38,11378
6045,03:09:39,11379
4689,03:09:39,11379
3687,03:09:40,11380
3432,03:09:40,11380
7212,03:09:41,11381
5465,03:09:41,11381
1313,03:09:41,11381
5457,03:09:42,11382
11587,03:09:42,11382
3333,03:09:42,11382
8013,03:09:42,11382
2699,03:09:42,11382
11102,03:09:43,11383
2885,03:09:44,11384
5131,03:09:45,11385
5431,03:09:45,11385
8240,03:09:45,11385
5958,03:09:46,11386
4550,03:09:46,11386
9653,03:09:46,11386
2897,03:09:46,11386
3628,03:09:46,11386
4678,03:09:46,11386
2103,03:09:47,11387
6800,03:09:49,11389
8283,03:09:49,11389
2169,03:09:49,11389
2067,03:09:50,11390
2008,03:09:50,11390
3398,03:09:50,11390
2363,03:09:50,11390
8059,03:09:51,11391
10079,03:09:52,11392
3010,03:09:52,11392
7414,03:09:53,11393
8513,03:09:54,11394
7582,03:09:55,11395
5930,03:09:55,11395
5938,03:09:56,11396
2154,03:09:56,11396
6749,03:09:56,11396
2993,03:09:56,11396
7089,03:09:57,11397
1556,03:09:58,11398
2761,03:09:58,11398
4552,03:09:58,11398
8592,03:09:59,11399
3062,03:09:59,11399
8927,03:10:00,11400
2562,03:10:00,11400
8568,03:10:01,11401
4605,03:10:01,11401
7137,03:10:02,11402
4145,03:10:02,11402
2235,03:10:02,11402
3738,03:10:03,11403
2049,03:10:04,11404
6014,03:10:04,11404
4180,03:10:04,11404
7081,03:10:05,11405
3562,03:10:05,11405
7529,03:10:05,11405
1986,03:10:06,11406
6026,03:10:06,11406
6540,03:10:06,11406
5076,03:10:06,11406
1050,03:10:07,11407
9192,03:10:07,11407
4240,03:10:07,11407
4705,03:10:08,11408
10470,03:10:08,11408
8390,03:10:08,11408
9754,03:10:09,11409
4370,03:10:09,11409
3591,03:10:09,11409
3848,03:10:09,11409
9548,03:10:09,11409
7075,03:10:09,11409
8121,03:10:10,11410
1633,03:10:10,11410
3866,03:10:10,11410
4343,03:10:10,11410
2094,03:10:10,11410
7324,03:10:10,11410
2009,03:10:11,11411
4495,03:10:12,11412
1590,03:10:13,11413
3185,03:10:13,11413
8666,03:10:14,11414
2703,03:10:14,11414
13089,03:10:15,11415
7086,03:10:16,11416
7085,03:10:16,11416
9226,03:10:16,11416
4987,03:10:16,11416
4916,03:10:17,11417
6062,03:10:17,11417
2179,03:10:17,11417
6615,03:10:18,11418
6545,03:10:18,11418
2817,03:10:18,11418
2222,03:10:19,11419
2131,03:10:19,11419
10144,03:10:20,11420
7482,03:10:20,11420
4763,03:10:20,11420
6544,03:10:21,11421
8346,03:10:21,11421
4472,03:10:22,11422
7367,03:10:22,11422
5216,03:10:23,11423
3145,03:10:23,11423
8649,03:10:24,11424
6954,03:10:24,11424
8790,03:10:24,11424
1672,03:10:25,11425
8453,03:10:25,11425
329,03:10:25,11425
9822,03:10:25,11425
4072,03:10:26,11426
3778,03:10:26,11426
1262,03:10:26,11426
5278,03:10:27,11427
3211,03:10:28,11428
6463,03:10:28,11428
2499,03:10:28,11428
3549,03:10:28,11428
4121,03:10:30,11430
2134,03:10:31,11431
5372,03:10:31,11431
2686,03:10:31,11431
1148,03:10:31,11431
7065,03:10:32,11432
5589,03:10:32,11432
3908,03:10:32,11432
9006,03:10:32,11432
1939,03:10:33,11433
1383,03:10:33,11433
8763,03:10:33,11433
7381,03:10:33,11433
2313,03:10:33,11433
3977,03:10:34,11434
9549,03:10:34,11434
1791,03:10:34,11434
6576,03:10:34,11434
2351,03:10:34,11434
437,03:10:34,11434
4970,03:10:34,11434
28244,03:10:36,11436
6118,03:10:36,11436
6898,03:10:36,11436
4057,03:10:36,11436
3672,03:10:37,11437
3948,03:10:37,11437
7170,03:10:37,11437
10508,03:10:38,11438
4743,03:10:38,11438
1249,03:10:39,11439
10077,03:10:39,11439
1357,03:10:39,11439
5248,03:10:39,11439
4360,03:10:39,11439
2247,03:10:39,11439
810,03:10:40,11440
3753,03:10:40,11440
1817,03:10:41,11441
7251,03:10:41,11441
607,03:10:41,11441
3503,03:10:41,11441
4476,03:10:41,11441
8930,03:10:41,11441
2219,03:10:42,11442
3480,03:10:42,11442
4524,03:10:42,11442
2566,03:10:43,11443
4681,03:10:43,11443
13773,03:10:44,11444
2230,03:10:44,11444
2719,03:10:44,11444
2326,03:10:45,11445
6393,03:10:45,11445
3177,03:10:47,11447
4016,03:10:48,11448
6756,03:10:48,11448
6694,03:10:48,11448
5662,03:10:50,11450
4274,03:10:51,11451
4837,03:10:51,11451
11035,03:10:51,11451
4772,03:10:51,11451
2459,03:10:52,11452
3312,03:10:53,11453
2607,03:10:53,11453
3995,03:10:53,11453
2762,03:10:53,11453
6510,03:10:53,11453
3365,03:10:53,11453
7332,03:10:54,11454
5507,03:10:54,11454
6618,03:10:55,11455
4621,03:10:55,11455
6252,03:10:55,11455
5471,03:10:56,11456
3374,03:10:56,11456
3283,03:10:57,11457
4411,03:10:57,11457
4790,03:10:57,11457
3987,03:10:57,11457
4102,03:10:58,11458
5544,03:10:59,11459
14634,03:11:00,11460
4969,03:11:01,11461
5064,03:11:01,11461
7385,03:11:01,11461
10108,03:11:01,11461
5030,03:11:01,11461
3594,03:11:02,11462
5252,03:11:02,11462
5482,03:11:02,11462
656,03:11:02,11462
8673,03:11:02,11462
6332,03:11:02,11462
7130,03:11:03,11463
1364,03:11:04,11464
2489,03:11:04,11464
1279,03:11:04,11464
4010,03:11:04,11464
8508,03:11:04,11464
1034,03:11:07,11467
5303,03:11:07,11467
1913,03:11:07,11467
2045,03:11:07,11467
3857,03:11:07,11467
5582,03:11:07,11467
6376,03:11:08,11468
9846,03:11:08,11468
4642,03:11:08,11468
4403,03:11:08,11468
6274,03:11:09,11469
4066,03:11:09,11469
6502,03:11:10,11470
11968,03:11:10,11470
5461,03:11:11,11471
2479,03:11:11,11471
7600,03:11:11,11471
3805,03:11:11,11471
6033,03:11:12,11472
4921,03:11:12,11472
5862,03:11:12,11472
31862,03:11:12,11472
5601,03:11:14,11474
3615,03:11:14,11474
2922,03:11:14,11474
670,03:11:14,11474
3974,03:11:14,11474
4509,03:11:15,11475
1953,03:11:15,11475
1960,03:11:15,11475
6643,03:11:16,11476
3726,03:11:16,11476
3472,03:11:16,11476
3824,03:11:16,11476
10056,03:11:16,11476
5439,03:11:17,11477
2743,03:11:18,11478
2013,03:11:18,11478
4962,03:11:18,11478
7566,03:11:19,11479
10847,03:11:19,11479
4744,03:11:19,11479
2966,03:11:20,11480
6675,03:11:20,11480
4105,03:11:20,11480
7031,03:11:20,11480
8400,03:11:20,11480
7524,03:11:21,11481
3816,03:11:21,11481
3205,03:11:22,11482
7616,03:11:22,11482
5924,03:11:22,11482
8010,03:11:22,11482
7392,03:11:22,11482
8854,03:11:23,11483
7138,03:11:23,11483
3510,03:11:23,11483
2934,03:11:23,11483
8391,03:11:23,11483
4629,03:11:23,11483
4782,03:11:24,11484
2187,03:11:24,11484
5080,03:11:24,11484
8767,03:11:25,11485
6507,03:11:25,11485
2933,03:11:25,11485
3161,03:11:25,11485
7450,03:11:25,11485
4753,03:11:25,11485
2581,03:11:25,11485
10853,03:11:26,11486
8616,03:11:26,11486
1368,03:11:27,11487
8149,03:11:27,11487
3369,03:11:27,11487
3701,03:11:27,11487
3692,03:11:28,11488
6976,03:11:28,11488
5998,03:11:28,11488
7204,03:11:28,11488
4749,03:11:29,11489
7536,03:11:29,11489
3736,03:11:29,11489
4065,03:11:30,11490
6939,03:11:30,11490
1047,03:11:30,11490
2609,03:11:30,11490
4918,03:11:30,11490
9264,03:11:30,11490
8944,03:11:30,11490
7525,03:11:31,11491
5173,03:11:31,11491
4824,03:11:32,11492
2175,03:11:32,11492
6883,03:11:32,11492
3735,03:11:33,11493
2697,03:11:33,11493
1131,03:11:34,11494
F113,03:11:34,11494
1617,03:11:34,11494
675,03:11:34,11494
8806,03:11:34,11494
8304,03:11:35,11495
4028,03:11:35,11495
10471,03:11:35,11495
5790,03:11:35,11495
6056,03:11:35,11495
6270,03:11:36,11496
2568,03:11:36,11496
8634,03:11:36,11496
4322,03:11:37,11497
8469,03:11:37,11497
10341,03:11:37,11497
3912,03:11:37,11497
13119,03:11:37,11497
5574,03:11:38,11498
5695,03:11:38,11498
9268,03:11:39,11499
6781,03:11:39,11499
6824,03:11:40,11500
3031,03:11:41,11501
6182,03:11:41,11501
2696,03:11:41,11501
4960,03:11:42,11502
7070,03:11:42,11502
6482,03:11:42,11502
9007,03:11:42,11502
8689,03:11:42,11502
3999,03:11:43,11503
1956,03:11:43,11503
4219,03:11:44,11504
5595,03:11:44,11504
5324,03:11:44,11504
6373,03:11:44,11504
6344,03:11:45,11505
3310,03:11:45,11505
5385,03:11:46,11506
8468,03:11:46,11506
4368,03:11:47,11507
4648,03:11:47,11507
9415,03:11:48,11508
3639,03:11:49,11509
4797,03:11:49,11509
1572,03:11:49,11509
2167,03:11:50,11510
5548,03:11:50,11510
4267,03:11:51,11511
3047,03:11:51,11511
4171,03:11:51,11511
9043,03:11:51,11511
3772,03:11:51,11511
5976,03:11:51,11511
4691,03:11:51,11511
8885,03:11:52,11512
2555,03:11:52,11512
6384,03:11:52,11512
3921,03:11:52,11512
6911,03:11:52,11512
8275,03:11:53,11513
6931,03:11:53,11513
26831,03:11:53,11513
5480,03:11:54,11514
6331,03:11:54,11514
6249,03:11:55,11515
6630,03:11:55,11515
4152,03:11:55,11515
14093,03:11:55,11515
3259,03:11:55,11515
3620,03:11:56,11516
5969,03:11:56,11516
8378,03:11:56,11516
7639,03:11:56,11516
2909,03:11:57,11517
4886,03:11:57,11517
6860,03:11:57,11517
8402,03:11:57,11517
4965,03:11:58,11518
10705,03:11:58,11518
9672,03:11:59,11519
8516,03:11:59,11519
6697,03:11:59,11519
6693,03:12:00,11520
11492,03:12:00,11520
10009,03:12:00,11520
7169,03:12:00,11520
3517,03:12:01,11521
9420,03:12:01,11521
7599,03:12:03,11523
11569,03:12:03,11523
4149,03:12:03,11523
4698,03:12:04,11524
3614,03:12:04,11524
5297,03:12:04,11524
5865,03:12:05,11525
6817,03:12:05,11525
5319,03:12:05,11525
3038,03:12:06,11526
5194,03:12:06,11526
6333,03:12:06,11526
7483,03:12:07,11527
2628,03:12:07,11527
6847,03:12:08,11528
8519,03:12:08,11528
5792,03:12:09,11529
1568,03:12:09,11529
8847,03:12:10,11530
8070,03:12:10,11530
5333,03:12:10,11530
10094,03:12:10,11530
2582,03:12:10,11530
2681,03:12:10,11530
5650,03:12:11,11531
2673,03:12:12,11532
6679,03:12:12,11532
1802,03:12:13,11533
3529,03:12:13,11533
4224,03:12:14,11534
5877,03:12:14,11534
6260,03:12:14,11534
5836,03:12:15,11535
2721,03:12:15,11535
7044,03:12:15,11535
3607,03:12:15,11535
8820,03:12:16,11536
6039,03:12:16,11536
811,03:12:16,11536
4618,03:12:16,11536
2244,03:12:16,11536
6083,03:12:16,11536
8228,03:12:17,11537
6503,03:12:17,11537
11876,03:12:18,11538
2825,03:12:18,11538
3874,03:12:18,11538
8855,03:12:18,11538
6680,03:12:19,11539
3996,03:12:19,11539
6177,03:12:19,11539
2753,03:12:20,11540
5305,03:12:20,11540
3842,03:12:20,11540
5123,03:12:20,11540
6342,03:12:20,11540
3859,03:12:21,11541
11516,03:12:21,11541
5748,03:12:21,11541
5791,03:12:21,11541
6011,03:12:21,11541
8671,03:12:21,11541
4513,03:12:21,11541
5178,03:12:22,11542
2747,03:12:22,11542
4210,03:12:22,11542
4623,03:12:23,11543
4323,03:12:23,11543
9214,03:12:23,11543
1545,03:12:24,11544
2413,03:12:24,11544
3755,03:12:24,11544
2274,03:12:24,11544
6466,03:12:24,11544
3540,03:12:25,11545
3680,03:12:25,11545
16766,03:12:25,11545
3087,03:12:25,11545
5905,03:12:25,11545
5752,03:12:25,11545
1161,03:12:26,11546
4434,03:12:26,11546
1807,03:12:26,11546
12109,03:12:26,11546
5154,03:12:26,11546
3725,03:12:26,11546
3832,03:12:26,11546
4397,03:12:27,11547
6813,03:12:27,11547
1561,03:12:27,11547
5502,03:12:28,11548
6197,03:12:29,11549
2233,03:12:29,11549
9574,03:12:29,11549
5860,03:12:29,11549
6748,03:12:29,11549
6601,03:12:31,11551
10779,03:12:31,11551
3982,03:12:32,11552
3343,03:12:32,11552
11842,03:12:32,11552
5620,03:12:32,11552
5161,03:12:32,11552
4235,03:12:33,11553
10510,03:12:34,11554
5042,03:12:35,11555
6707,03:12:35,11555
3079,03:12:35,11555
3441,03:12:35,11555
2712,03:12:35,11555
9443,03:12:35,11555
10747,03:12:35,11555
1113,03:12:36,11556
4544,03:12:37,11557
6064,03:12:37,11557
2782,03:12:37,11557
8665,03:12:38,11558
F107,03:12:38,11558
9625,03:12:38,11558
10724,03:12:38,11558
4738,03:12:38,11558
5523,03:12:38,11558
2034,03:12:39,11559
5812,03:12:39,11559
7648,03:12:39,11559
2495,03:12:39,11559
7412,03:12:40,11560
11095,03:12:40,11560
6835,03:12:41,11561
8295,03:12:41,11561
5220,03:12:41,11561
2559,03:12:41,11561
1681,03:12:42,11562
1088,03:12:42,11562
3526,03:12:43,11563
5479,03:12:43,11563
2402,03:12:43,11563
5612,03:12:44,11564
5957,03:12:44,11564
11851,03:12:44,11564
5243,03:12:44,11564
6322,03:12:44,11564
8436,03:12:44,11564
9836,03:12:44,11564
5222,03:12:45,11565
3289,03:12:45,11565
7201,03:12:45,11565
7192,03:12:45,11565
3629,03:12:46,11566
6441,03:12:46,11566
2474,03:12:46,11566
3606,03:12:47,11567
6330,03:12:47,11567
4266,03:12:48,11568
5826,03:12:48,11568
7403,03:12:48,11568
3662,03:12:48,11568
13016,03:12:48,11568
14008,03:12:49,11569
2783,03:12:50,11570
5871,03:12:50,11570
4674,03:12:50,11570
9107,03:12:50,11570
7660,03:12:51,11571
4820,03:12:51,11571
4723,03:12:51,11571
4128,03:12:52,11572
3807,03:12:52,11572
8162,03:12:52,11572
2931,03:12:52,11572
F110,03:12:52,11572
10091,03:12:53,11573
4572,03:12:53,11573
7590,03:12:53,11573
4933,03:12:53,11573
1624,03:12:54,11574
5899,03:12:55,11575
7157,03:12:55,11575
2718,03:12:56,11576
2693,03:12:56,11576
4452,03:12:56,11576
5884,03:12:57,11577
6991,03:12:57,11577
6583,03:12:57,11577
4830,03:12:58,11578
2121,03:12:58,11578
10297,03:12:59,11579
8325,03:13:00,11580
1487,03:13:00,11580
4188,03:13:00,11580
6593,03:13:00,11580
5619,03:13:00,11580
876,03:13:01,11581
4669,03:13:02,11582
10362,03:13:02,11582
5022,03:13:02,11582
8409,03:13:03,11583
7328,03:13:03,11583
3903,03:13:03,11583
8253,03:13:04,11584
1844,03:13:05,11585
9059,03:13:05,11585
7006,03:13:05,11585
5719,03:13:05,11585
8452,03:13:05,11585
4050,03:13:05,11585
2810,03:13:06,11586
2707,03:13:06,11586
8068,03:13:06,11586
5677,03:13:06,11586
11803,03:13:06,11586
1645,03:13:07,11587
5069,03:13:07,11587
4727,03:13:07,11587
4071,03:13:08,11588
1869,03:13:09,11589
3225,03:13:09,11589
5831,03:13:09,11589
1936,03:13:09,11589
532,03:13:10,11590
5839,03:13:10,11590
3860,03:13:10,11590
1970,03:13:10,11590
6923,03:13:11,11591
1787,03:13:11,11591
16337,03:13:11,11591
9779,03:13:12,11592
5083,03:13:12,11592
1571,03:13:12,11592
3074,03:13:12,11592
1629,03:13:13,11593
3485,03:13:13,11593
8703,03:13:14,11594
7063,03:13:14,11594
2690,03:13:14,11594
12198,03:13:15,11595
5971,03:13:15,11595
8386,03:13:15,11595
6290,03:13:15,11595
694,03:13:15,11595
2780,03:13:15,11595
6293,03:13:15,11595
29640,03:13:16,11596
2389,03:13:17,11597
3266,03:13:18,11598
9959,03:13:18,11598
4084,03:13:19,11599
3593,03:13:19,11599
5729,03:13:19,11599
5830,03:13:19,11599
6758,03:13:19,11599
6462,03:13:19,11599
3800,03:13:19,11599
5794,03:13:19,11599
5318,03:13:20,11600
4834,03:13:20,11600
6306,03:13:21,11601
8163,03:13:21,11601
2515,03:13:21,11601
7007,03:13:21,11601
546,03:13:22,11602
2299,03:13:23,11603
10337,03:13:23,11603
8808,03:13:23,11603
9635,03:13:24,11604
8194,03:13:24,11604
9667,03:13:24,11604
4361,03:13:25,11605
4239,03:13:25,11605
8480,03:13:25,11605
3702,03:13:26,11606
6613,03:13:26,11606
1899,03:13:26,11606
6793,03:13:27,11607
5832,03:13:27,11607
4828,03:13:27,11607
7435,03:13:28,11608
3928,03:13:28,11608
2928,03:13:28,11608
9083,03:13:28,11608
2362,03:13:28,11608
9615,03:13:28,11608
4508,03:13:29,11609
2653,03:13:29,11609
9583,03:13:30,11610
8352,03:13:30,11610
2342,03:13:30,11610
2916,03:13:30,11610
3734,03:13:30,11610
2564,03:13:30,11610
13454,03:13:30,11610
8643,03:13:30,11610
4677,03:13:31,11611
3178,03:13:31,11611
7161,03:13:31,11611
5573,03:13:31,11611
736,03:13:31,11611
6827,03:13:31,11611
6069,03:13:32,11612
7108,03:13:32,11612
10110,03:13:32,11612
8615,03:13:33,11613
10258,03:13:34,11614
2429,03:13:34,11614
8714,03:13:35,11615
10283,03:13:35,11615
2986,03:13:35,11615
3998,03:13:36,11616
7143,03:13:36,11616
10339,03:13:36,11616
18131,03:13:37,11617
4713,03:13:37,11617
11135,03:13:37,11617
6842,03:13:37,11617
4237,03:13:37,11617
9109,03:13:37,11617
735,03:13:37,11617
6009,03:13:38,11618
10550,03:13:38,11618
3989,03:13:39,11619
6497,03:13:40,11620
1211,03:13:40,11620
8426,03:13:40,11620
2297,03:13:40,11620
8520,03:13:42,11622
7361,03:13:42,11622
2819,03:13:42,11622
1314,03:13:43,11623
3602,03:13:43,11623
8617,03:13:43,11623
7314,03:13:44,11624
4580,03:13:44,11624
5886,03:13:44,11624
1388,03:13:44,11624
1076,03:13:44,11624
8739,03:13:45,11625
2951,03:13:45,11625
5700,03:13:45,11625
4569,03:13:45,11625
6403,03:13:46,11626
623,03:13:46,11626
9141,03:13:46,11626
7049,03:13:47,11627
4289,03:13:47,11627
6010,03:13:47,11627
6740,03:13:47,11627
4929,03:13:48,11628
5755,03:13:48,11628
2556,03:13:48,11628
7142,03:13:49,11629
1486,03:13:50,11630
9028,03:13:50,11630
2264,03:13:50,11630
1253,03:13:51,11631
3468,03:13:51,11631
10433,03:13:52,11632
3346,03:13:52,11632
27096,03:13:53,11633
6367,03:13:53,11633
9985,03:13:53,11633
6534,03:13:53,11633
4189,03:13:53,11633
5509,03:13:53,11633
7042,03:13:53,11633
5166,03:13:53,11633
6547,03:13:54,11634
432,03:13:54,11634
3716,03:13:55,11635
5501,03:13:55,11635
2030,03:13:55,11635
8659,03:13:55,11635
7592,03:13:55,11635
6194,03:13:56,11636
8173,03:13:56,11636
2364,03:13:56,11636
3811,03:13:58,11638
3814,03:13:58,11638
8864,03:13:58,11638
5425,03:13:58,11638
4110,03:13:59,11639
8236,03:13:59,11639
7386,03:13:59,11639
7472,03:14:00,11640
4856,03:14:00,11640
4465,03:14:00,11640
1796,03:14:00,11640
2807,03:14:01,11641
9552,03:14:01,11641
10971,03:14:02,11642
6354,03:14:02,11642
4704,03:14:03,11643
8697,03:14:03,11643
9003,03:14:03,11643
10351,03:14:03,11643
6108,03:14:04,11644
2779,03:14:04,11644
1909,03:14:04,11644
2462,03:14:04,11644
2871,03:14:04,11644
7285,03:14:05,11645
9157,03:14:05,11645
8823,03:14:05,11645
4604,03:14:06,11646
4199,03:14:06,11646
4663,03:14:07,11647
10192,03:14:07,11647
8734,03:14:07,11647
2595,03:14:07,11647
5307,03:14:08,11648
6750,03:14:09,11649
9455,03:14:10,11650
3247,03:14:10,11650
6904,03:14:11,11651
12320,03:14:11,11651
6112,03:14:11,11651
6387,03:14:12,11652
5897,03:14:12,11652
5888,03:14:12,11652
2711,03:14:12,11652
13260,03:14:13,11653
3899,03:14:13,11653
6837,03:14:13,11653
10446,03:14:13,11653
9128,03:14:13,11653
11364,03:14:13,11653
9271,03:14:14,11654
7061,03:14:14,11654
7077,03:14:14,11654
4920,03:14:15,11655
6208,03:14:15,11655
1299,03:14:15,11655
3303,03:14:15,11655
10182,03:14:15,11655
13520,03:14:15,11655
8379,03:14:16,11656
10922,03:14:16,11656
6760,03:14:16,11656
5026,03:14:16,11656
6815,03:14:16,11656
7265,03:14:17,11657
3132,03:14:17,11657
8239,03:14:18,11658
7541,03:14:18,11658
5453,03:14:18,11658
6713,03:14:20,11660
4851,03:14:20,11660
5625,03:14:21,11661
9198,03:14:21,11661
3595,03:14:21,11661
6406,03:14:22,11662
4415,03:14:22,11662
4946,03:14:22,11662
10163,03:14:22,11662
8600,03:14:23,11663
8102,03:14:23,11663
12857,03:14:23,11663
4439,03:14:23,11663
3694,03:14:23,11663
3969,03:14:24,11664
7102,03:14:24,11664
4271,03:14:24,11664
8670,03:14:24,11664
6816,03:14:25,11665
4155,03:14:25,11665
7588,03:14:25,11665
5126,03:14:26,11666
6745,03:14:26,11666
2619,03:14:26,11666
1659,03:14:26,11666
8116,03:14:26,11666
2884,03:14:26,11666
12861,03:14:27,11667
6292,03:14:27,11667
3415,03:14:28,11668
10677,03:14:28,11668
8078,03:14:28,11668
2652,03:14:29,11669
3810,03:14:29,11669
7469,03:14:30,11670
3646,03:14:30,11670
3618,03:14:30,11670
5804,03:14:30,11670
6438,03:14:31,11671
8137,03:14:31,11671
3101,03:14:31,11671
7055,03:14:31,11671
5932,03:14:31,11671
3100,03:14:31,11671
5442,03:14:31,11671
7535,03:14:32,11672
8897,03:14:32,11672
6714,03:14:32,11672
8241,03:14:32,11672
6439,03:14:32,11672
6417,03:14:33,11673
4571,03:14:33,11673
8682,03:14:33,11673
9282,03:14:33,11673
3963,03:14:33,11673
6900,03:14:34,11674
3280,03:14:34,11674
15022,03:14:35,11675
8584,03:14:35,11675
7334,03:14:35,11675
4258,03:14:35,11675
8726,03:14:36,11676
3307,03:14:36,11676
4342,03:14:37,11677
8859,03:14:37,11677
5108,03:14:37,11677
4732,03:14:37,11677
31604,03:14:37,11677
3034,03:14:37,11677
13926,03:14:38,11678
3344,03:14:38,11678
4567,03:14:38,11678
6556,03:14:38,11678
5145,03:14:38,11678
6859,03:14:39,11679
6297,03:14:39,11679
9975,03:14:39,11679
5665,03:14:39,11679
12605,03:14:39,11679
3710,03:14:40,11680
5671,03:14:40,11680
9816,03:14:41,11681
9535,03:14:41,11681
8701,03:14:41,11681
3856,03:14:41,11681
10940,03:14:41,11681
3868,03:14:41,11681
8003,03:14:42,11682
8335,03:14:42,11682
8069,03:14:42,11682
9773,03:14:42,11682
8802,03:14:42,11682
9325,03:14:42,11682
2859,03:14:42,11682
7441,03:14:42,11682
7429,03:14:42,11682
1784,03:14:42,11682
2978,03:14:43,11683
10692,03:14:43,11683
3297,03:14:43,11683
6602,03:14:43,11683
8020,03:14:44,11684
8268,03:14:44,11684
3758,03:14:44,11684
6945,03:14:44,11684
5572,03:14:44,11684
5628,03:14:44,11684
5698,03:14:44,11684
1743,03:14:45,11685
11103,03:14:46,11686
4082,03:14:46,11686
1166,03:14:47,11687
3587,03:14:47,11687
5910,03:14:48,11688
7453,03:14:48,11688
4168,03:14:48,11688
6273,03:14:49,11689
4146,03:14:49,11689
3720,03:14:50,11690
5997,03:14:50,11690
2950,03:14:50,11690
5446,03:14:50,11690
1502,03:14:50,11690
9877,03:14:50,11690
888,03:14:51,11691
3804,03:14:51,11691
5693,03:14:51,11691
4986,03:14:51,11691
7521,03:14:51,11691
7516,03:14:51,11691
5541,03:14:51,11691
12292,03:14:51,11691
1525,03:14:51,11691
2940,03:14:52,11692
12971,03:14:52,11692
2148,03:14:52,11692
5645,03:14:52,11692
4400,03:14:52,11692
3748,03:14:52,11692
3809,03:14:52,11692
6848,03:14:52,11692
6636,03:14:53,11693
3326,03:14:53,11693
985,03:14:53,11693
10949,03:14:53,11693
9396,03:14:54,11694
5949,03:14:54,11694
2605,03:14:54,11694
1245,03:14:54,11694
7398,03:14:55,11695
2722,03:14:55,11695
5993,03:14:55,11695
8711,03:14:55,11695
9225,03:14:55,11695
6944,03:14:55,11695
8706,03:14:55,11695
10884,03:14:56,11696
9602,03:14:56,11696
9911,03:14:56,11696
7001,03:14:56,11696
6686,03:14:57,11697
7230,03:14:57,11697
3623,03:14:58,11698
7389,03:14:58,11698
6851,03:14:58,11698
14625,03:14:58,11698
1271,03:14:58,11698
8048,03:14:59,11699
4090,03:14:59,11699
3637,03:14:59,11699
2318,03:14:59,11699
1535,03:14:59,11699
5870,03:15:00,11700
4506,03:15:00,11700
6504,03:15:00,11700
2755,03:15:00,11700
8720,03:15:00,11700
4483,03:15:00,11700
6549,03:15:00,11700
5486,03:15:00,11700
5427,03:15:01,11701
2356,03:15:01,11701
3373,03:15:02,11702
9290,03:15:02,11702
10590,03:15:02,11702
11772,03:15:02,11702
5306,03:15:02,11702
10936,03:15:03,11703
9752,03:15:03,11703
2418,03:15:03,11703
5396,03:15:04,11704
2816,03:15:04,11704
4006,03:15:04,11704
5963,03:15:05,11705
2164,03:15:06,11706
10523,03:15:06,11706
3445,03:15:06,11706
6408,03:15:06,11706
