race_no,official_time,time_sec
23993,03:46:46,13606
20576,03:46:49,13609
27483,03:46:49,13609
28237,03:46:53,13613
27314,03:46:54,13614
27988,03:46:56,13616
27706,03:46:59,13619
23821,03:46:59,13619
23991,03:46:59,13619
23869,03:47:01,13621
27549,03:47:02,13622
26272,03:47:06,13626
33383,03:47:06,13626
24772,03:47:09,13629
23593,03:47:10,13630
28185,03:47:11,13631
23650,03:47:12,13632
20699,03:47:14,13634
24293,03:47:15,13635
33034,03:47:18,13638
27808,03:47:18,13638
33209,03:47:20,13640
20377,03:47:20,13640
20103,03:47:22,13642
24568,03:47:22,13642
28293,03:47:24,13644
23411,03:47:26,13646
20122,03:47:27,13647
23804,03:47:28,13648
23248,03:47:30,13650
20780,03:47:30,13650
26120,03:47:31,13651
23379,03:47:40,13660
23745,03:47:40,13660
24843,03:47:41,13661
26848,03:47:42,13662
26124,03:47:43,13663
27778,03:47:43,13663
23493,03:47:46,13666
26100,03:47:49,13669
36207,03:47:52,13672
23097,03:47:53,13673
20349,03:47:54,13674
24237,03:47:57,13677
27662,03:47:58,13678
24309,03:48:01,13681
20688,03:48:06,13686
28526,03:48:08,13688
27008,03:48:09,13689
23380,03:48:12,13692
23839,03:48:12,13692
20922,03:48:13,13693
26174,03:48:23,13703
20888,03:48:24,13704
28290,03:48:31,13711
24673,03:48:32,13712
20752,03:48:34,13714
26393,03:48:36,13716
27913,03:48:36,13716
23511,03:48:37,13717
27092,03:48:40,13720
26575,03:48:42,13722
23710,03:48:46,13726
26944,03:48:48,13728
26864,03:48:50,13730
27429,03:48:58,13738
26469,03:48:58,13738
28408,03:48:58,13738
26604,03:48:59,13739
33362,03:48:59,13739
23393,03:49:00,13740
27412,03:49:01,13741
26205,03:49:02,13742
33017,03:49:03,13743
27725,03:49:10,13750
24856,03:49:11,13751
24041,03:49:12,13752
27920,03:49:12,13752
23909,03:49:15,13755
23042,03:49:17,13757
24761,03:49:18,13758
23069,03:49:20,13760
24894,03:49:21,13761
20925,03:49:21,13761
28035,03:49:21,13761
23391,03:49:23,13763
27997,03:49:24,13764
23086,03:49:25,13765
20409,03:49:25,13765
26705,03:49:26,13766
27465,03:49:26,13766
26249,03:49:27,13767
27964,03:49:27,13767
23253,03:49:27,13767
26629,03:49:28,13768
20030,03:49:29,13769
26121,03:49:31,13771
26431,03:49:32,13772
20382,03:49:33,13773
36400,03:49:33,13773
24579,03:49:33,13773
24783,03:49:33,13773
36135,03:49:36,13776
20970,03:49:36,13776
24882,03:49:37,13777
20331,03:49:39,13779
33106,03:49:39,13779
27269,03:49:39,13779
20751,03:49:47,13787
21092,03:49:49,13789
24507,03:49:49,13789
30170,03:49:50,13790
28270,03:49:58,13798
26994,03:49:59,13799
23513,03:50:00,13800
26741,03:50:01,13801
24028,03:50:04,13804
24287,03:50:04,13804
23769,03:50:04,13804
24063,03:50:04,13804
27478,03:50:06,13806
27728,03:50:06,13806
23528,03:50:08,13808
23090,03:50:14,13814
24853,03:50:16,13816
27241,03:50:16,13816
26674,03:50:16,13816
20607,03:50:17,13817
21074,03:50:18,13818
23819,03:50:18,13818
23292,03:50:23,13823
27061,03:50:29,13829
26292,03:50:33,13833
24422,03:50:33,13833
20148,03:50:35,13835
20515,03:50:35,13835
27820,03:50:36,13836
23799,03:50:41,13841
24157,03:50:42,13842
27420,03:50:44,13844
26783,03:50:44,13844
23502,03:50:45,13845
33111,03:50:48,13848
26585,03:50:48,13848
23669,03:50:50,13850
23241,03:50:50,13850
23240,03:50:52,13852
24127,03:50:52,13852
27051,03:50:57,13857
23320,03:50:59,13859
27999,03:51:00,13860
28336,03:51:01,13861
24445,03:51:01,13861
27827,03:51:02,13862
26209,03:51:05,13865
24252,03:51:08,13868
24390,03:51:08,13868
23121,03:51:09,13869
36138,03:51:11,13871
36251,03:51:11,13871
20251,03:51:14,13874
23311,03:51:16,13876
24542,03:51:18,13878
28354,03:51:21,13881
26057,03:51:21,13881
23945,03:51:24,13884
20206,03:51:24,13884
21104,03:51:26,13886
26490,03:51:26,13886
28139,03:51:27,13887
26992,03:51:31,13891
24312,03:51:36,13896
24408,03:51:38,13898
27737,03:51:39,13899
20558,03:51:41,13901
26110,03:51:45,13905
24385,03:51:46,13906
27870,03:51:50,13910
20812,03:51:51,13911
20747,03:51:52,13912
23285,03:51:52,13912
24460,03:51:54,13914
20142,03:51:55,13915
23055,03:51:56,13916
26826,03:51:56,13916
26788,03:51:57,13917
20603,03:51:57,13917
23537,03:51:58,13918
23370,03:51:59,13919
20039,03:52:00,13920
27891,03:52:00,13920
23708,03:52:01,13921
20124,03:52:06,13926
20266,03:52:07,13927
26273,03:52:07,13927
23355,03:52:09,13929
26959,03:52:10,13930
26285,03:52:11,13931
26156,03:52:12,13932
23470,03:52:12,13932
24332,03:52:18,13938
23912,03:52:18,13938
23576,03:52:21,13941
20748,03:52:22,13942
24899,03:52:24,13944
27329,03:52:24,13944
28353,03:52:29,13949
28504,03:52:30,13950
20019,03:52:31,13951
27162,03:52:32,13952
23402,03:52:33,13953
24614,03:52:33,13953
28166,03:52:35,13955
26754,03:52:36,13956
27326,03:52:37,13957
20079,03:52:38,13958
24509,03:52:39,13959
27304,03:52:39,13959
30023,03:52:40,13960
27140,03:52:41,13961
26582,03:52:42,13962
26703,03:52:44,13964
23840,03:52:44,13964
36379,03:52:46,13966
26746,03:52:46,13966
26716,03:52:47,13967
27469,03:52:48,13968
36167,03:52:48,13968
20744,03:52:49,13969
23192,03:52:50,13970
23168,03:52:50,13970
24186,03:52:51,13971
24123,03:52:52,13972
20381,03:52:52,13972
28352,03:52:55,13975
27278,03:52:55,13975
33361,03:52:57,13977
27557,03:52:58,13978
27962,03:53:02,13982
20020,03:53:02,13982
30006,03:53:05,13985
23899,03:53:08,13988
24626,03:53:09,13989
28424,03:53:10,13990
20095,03:53:11,13991
20703,03:53:12,13992
20670,03:53:14,13994
23561,03:53:14,13994
24875,03:53:15,13995
26871,03:53:17,13997
26897,03:53:19,13999
24037,03:53:19,13999
33368,03:53:20,14000
23057,03:53:21,14001
30238,03:53:21,14001
23189,03:53:22,14002
23952,03:53:23,14003
27425,03:53:26,14006
30176,03:53:26,14006
23504,03:53:28,14008
27223,03:53:29,14009
20344,03:53:32,14012
24215,03:53:33,14013
27664,03:53:34,14014
26322,03:53:36,14016
28509,03:53:37,14017
36015,03:53:37,14017
24534,03:53:41,14021
21094,03:53:47,14027
27740,03:53:48,14028
23904,03:53:49,14029
30002,03:53:51,14031
23368,03:53:54,14034
24446,03:53:54,14034
27499,03:53:54,14034
26061,03:53:56,14036
28082,03:53:57,14037
21056,03:53:59,14039
28451,03:54:02,14042
26539,03:54:06,14046
27782,03:54:07,14047
28341,03:54:09,14049
23094,03:54:15,14055
27665,03:54:16,14056
20334,03:54:17,14057
27836,03:54:20,14060
33028,03:54:22,14062
23137,03:54:22,14062
26510,03:54:25,14065
23008,03:54:27,14067
24676,03:54:27,14067
27449,03:54:29,14069
26309,03:54:30,14070
26924,03:54:30,14070
27727,03:54:30,14070
27617,03:54:32,14072
28335,03:54:32,14072
30226,03:54:33,14073
26400,03:54:36,14076
20669,03:54:36,14076
23301,03:54:38,14078
28456,03:54:39,14079
27458,03:54:39,14079
24527,03:54:40,14080
33382,03:54:40,14080
24371,03:54:41,14081
24730,03:54:43,14083
20113,03:54:45,14085
27013,03:54:45,14085
28453,03:54:48,14088
24140,03:54:48,14088
23642,03:54:49,14089
27925,03:54:50,14090
27785,03:54:51,14091
23573,03:54:51,14091
36173,03:54:51,14091
20653,03:54:53,14093
24375,03:54:53,14093
28356,03:54:55,14095
27693,03:54:55,14095
27513,03:54:57,14097
24389,03:54:59,14099
20340,03:54:59,14099
33057,03:55:00,14100
24463,03:55:00,14100
28054,03:55:00,14100
28125,03:55:00,14100
24155,03:55:03,14103
20202,03:55:05,14105
20895,03:55:08,14108
20860,03:55:08,14108
33242,03:55:10,14110
24522,03:55:12,14112
23696,03:55:13,14113
20090,03:55:13,14113
26197,03:55:15,14115
26006,03:55:15,14115
26041,03:55:17,14117
20713,03:55:17,14117
20773,03:55:18,14118
23203,03:55:18,14118
24506,03:55:19,14119
30165,03:55:19,14119
28358,03:55:20,14120
30187,03:55:21,14121
26127,03:55:22,14122
27593,03:55:23,14123
27191,03:55:25,14125
23142,03:55:30,14130
27536,03:55:31,14131
26988,03:55:33,14133
23667,03:55:33,14133
24697,03:55:36,14136
36242,03:55:37,14137
33199,03:55:41,14141
23545,03:55:41,14141
27812,03:55:41,14141
27722,03:55:41,14141
26618,03:55:42,14142
23476,03:55:43,14143
24145,03:55:45,14145
24118,03:55:47,14147
24111,03:55:48,14148
36129,03:55:48,14148
26934,03:55:50,14150
33080,03:55:52,14152
26815,03:55:53,14153
28022,03:55:54,14154
27472,03:55:54,14154
20978,03:55:55,14155
26300,03:55:57,14157
27822,03:56:01,14161
27283,03:56:02,14162
23841,03:56:02,14162
23139,03:56:05,14165
23976,03:56:07,14167
27414,03:56:08,14168
23894,03:56:10,14170
23908,03:56:12,14172
23145,03:56:15,14175
21010,03:56:15,14175
20875,03:56:15,14175
36143,03:56:17,14177
24694,03:56:18,14178
23107,03:56:19,14179
23672,03:56:20,14180
23955,03:56:24,14184
26872,03:56:24,14184
33279,03:56:25,14185
23755,03:56:29,14189
24082,03:56:29,14189
26242,03:56:30,14190
24643,03:56:34,14194
26524,03:56:36,14196
20252,03:56:37,14197
28492,03:56:38,14198
27848,03:56:38,14198
23533,03:56:41,14201
24687,03:56:42,14202
28366,03:56:43,14203
23065,03:56:47,14207
24043,03:56:49,14209
24225,03:56:50,14210
23452,03:56:51,14211
28214,03:56:51,14211
27573,03:56:53,14213
23882,03:56:56,14216
21065,03:56:56,14216
24637,03:56:57,14217
26645,03:56:57,14217
23831,03:56:58,14218
20961,03:57:00,14220
20570,03:57:01,14221
26843,03:57:04,14224
26461,03:57:07,14227
20714,03:57:08,14228
24751,03:57:11,14231
24823,03:57:14,14234
28115,03:57:14,14234
20275,03:57:15,14235
20108,03:57:16,14236
24373,03:57:16,14236
20426,03:57:17,14237
30018,03:57:17,14237
33110,03:57:18,14238
28238,03:57:19,14239
28289,03:57:20,14240
23552,03:57:21,14241
24896,03:57:22,14242
28099,03:57:25,14245
27122,03:57:27,14247
24369,03:57:28,14248
27694,03:57:29,14249
36404,03:57:30,14250
36101,03:57:30,14250
23592,03:57:31,14251
24280,03:57:31,14251
26938,03:57:31,14251
24540,03:57:33,14253
24462,03:57:34,14254
24346,03:57:35,14255
24483,03:57:35,14255
36264,03:57:35,14255
27511,03:57:35,14255
28001,03:57:35,14255
28020,03:57:38,14258
26380,03:57:38,14258
23317,03:57:38,14258
24588,03:57:39,14259
27894,03:57:39,14259
28355,03:57:40,14260
23215,03:57:41,14261
20171,03:57:42,14262
26372,03:57:42,14262
23384,03:57:43,14263
23324,03:57:44,14264
24695,03:57:44,14264
26301,03:57:44,14264
30235,03:57:44,14264
26976,03:57:47,14267
27994,03:57:48,14268
23789,03:57:49,14269
23895,03:57:50,14270
27486,03:57:51,14271
26656,03:57:54,14274
23979,03:57:54,14274
23246,03:57:55,14275
28220,03:57:56,14276
26021,03:57:56,14276
26302,03:57:59,14279
21053,03:58:03,14283
24571,03:58:04,14284
28291,03:58:05,14285
33009,03:58:06,14286
23372,03:58:08,14288
24417,03:58:08,14288
27158,03:58:11,14291
26324,03:58:14,14294
20268,03:58:16,14296
26382,03:58:17,14297
30110,03:58:17,14297
28253,03:58:18,14298
24321,03:58:19,14299
26241,03:58:20,14300
23281,03:58:22,14302
24432,03:58:23,14303
27555,03:58:23,14303
20896,03:58:27,14307
28188,03:58:28,14308
27763,03:58:30,14310
23690,03:58:30,14310
27602,03:58:32,14312
20771,03:58:33,14313
33091,03:58:34,14314
23721,03:58:34,14314
23590,03:58:36,14316
24840,03:58:36,14316
36283,03:58:40,14320
20554,03:58:40,14320
27000,03:58:40,14320
20501,03:58:42,14322
23237,03:58:49,14329
20455,03:58:50,14330
27322,03:58:53,14333
23180,03:58:55,14335
26385,03:58:56,14336
24092,03:58:57,14337
26772,03:59:02,14342
28023,03:59:03,14343
26236,03:59:03,14343
30072,03:59:04,14344
28048,03:59:05,14345
26150,03:59:06,14346
24393,03:59:07,14347
20386,03:59:09,14349
33203,03:59:09,14349
27295,03:59:10,14350
24493,03:59:11,14351
26933,03:59:12,14352
24663,03:59:14,14354
23430,03:59:17,14357
27509,03:59:18,14358
24815,03:59:21,14361
26225,03:59:24,14364
26563,03:59:25,14365
24485,03:59:26,14366
28468,03:59:31,14371
26810,03:59:31,14371
26219,03:59:32,14372
28319,03:59:32,14372
28252,03:59:33,14373
23612,03:59:34,14374
20107,03:59:34,14374
20623,03:59:36,14376
33170,03:59:36,14376
23338,03:59:36,14376
27331,03:59:36,14376
26758,03:59:38,14378
26823,03:59:39,14379
23231,03:59:39,14379
20025,03:59:39,14379
20541,03:59:40,14380
20717,03:59:44,14384
36392,03:59:44,14384
23916,03:59:44,14384
20700,03:59:45,14385
20324,03:59:45,14385
20619,03:59:48,14388
20050,03:59:48,14388
26885,03:59:48,14388
20215,03:59:50,14390
23085,03:59:52,14392
27337,03:59:52,14392
27072,03:59:55,14395
27450,03:59:57,14397
27064,03:59:58,14398
21075,03:59:58,14398
20550,03:59:58,14398
20937,03:59:58,14398
23263,03:59:59,14399
33313,04:00:01,14401
27291,04:00:01,14401
24744,04:00:02,14402
36367,04:00:04,14404
23917,04:00:05,14405
28062,04:00:05,14405
28081,04:00:08,14408
36203,04:00:08,14408
30217,04:00:09,14409
26600,04:00:11,14411
28400,04:00:13,14413
28437,04:00:16,14416
27661,04:00:17,14417
27927,04:00:20,14420
23807,04:00:26,14426
26836,04:00:28,14428
36010,04:00:29,14429
33285,04:00:29,14429
24279,04:00:30,14430
24286,04:00:31,14431
27867,04:00:31,14431
20256,04:00:34,14434
28012,04:00:35,14435
27430,04:00:37,14437
26244,04:00:38,14438
20110,04:00:38,14438
27401,04:00:39,14439
26161,04:00:39,14439
24317,04:00:42,14442
26947,04:00:43,14443
33002,04:00:48,14448
27455,04:00:51,14451
26059,04:00:52,14452
20397,04:00:53,14453
20370,04:00:55,14455
23346,04:00:55,14455
26869,04:00:58,14458
28039,04:00:58,14458
26576,04:00:58,14458
20438,04:01:01,14461
28111,04:01:03,14463
28123,04:01:03,14463
23538,04:01:04,14464
23233,04:01:08,14468
23630,04:01:10,14470
20870,04:01:11,14471
24440,04:01:12,14472
26797,04:01:13,14473
24430,04:01:14,14474
23603,04:01:19,14479
28024,04:01:22,14482
26769,04:01:24,14484
26565,04:01:25,14485
24034,04:01:25,14485
24591,04:01:29,14489
24436,04:01:29,14489
28440,04:01:30,14490
26980,04:01:31,14491
27126,04:01:33,14493
28066,04:01:34,14494
24612,04:01:34,14494
27847,04:01:37,14497
26546,04:01:37,14497
26859,04:01:37,14497
30025,04:01:38,14498
24056,04:01:40,14500
23581,04:01:42,14502
23625,04:01:44,14504
27394,04:01:44,14504
26482,04:01:46,14506
27612,04:01:48,14508
27287,04:01:50,14510
20823,04:01:50,14510
24164,04:01:52,14512
24474,04:01:56,14516
26525,04:01:59,14519
30034,04:01:59,14519
20304,04:02:00,14520
20230,04:02:03,14523
27746,04:02:04,14524
26168,04:02:09,14529
33153,04:02:09,14529
36410,04:02:09,14529
23383,04:02:10,14530
20941,04:02:11,14531
27917,04:02:13,14533
28338,04:02:16,14536
27936,04:02:21,14541
36358,04:02:21,14541
33248,04:02:21,14541
30014,04:02:22,14542
20559,04:02:24,14544
24653,04:02:24,14544
24477,04:02:25,14545
27462,04:02:31,14551
26475,04:02:32,14552
27840,04:02:32,14552
20021,04:02:34,14554
26319,04:02:35,14555
27973,04:02:36,14556
30215,04:02:39,14559
26082,04:02:40,14560
26389,04:02:43,14563
27076,04:02:47,14567
26597,04:02:49,14569
27961,04:02:49,14569
28198,04:02:51,14571
23092,04:02:52,14572
26879,04:02:55,14575
28246,04:02:56,14576
28450,04:02:58,14578
20793,04:03:03,14583
28050,04:03:06,14586
20361,04:03:10,14590
23959,04:03:10,14590
33141,04:03:13,14593
36156,04:03:14,14594
20147,04:03:19,14599
23349,04:03:19,14599
24439,04:03:19,14599
26736,04:03:22,14602
30209,04:03:23,14603
33278,04:03:25,14605
24723,04:03:29,14609
23343,04:03:30,14610
26598,04:03:30,14610
24543,04:03:31,14611
23434,04:03:33,14613
26185,04:03:35,14615
33306,04:03:36,14616
20765,04:03:37,14617
24392,04:03:37,14617
20894,04:03:38,14618
20460,04:03:42,14622
24161,04:03:43,14623
23704,04:03:44,14624
26779,04:03:45,14625
26327,04:03:45,14625
27910,04:03:46,14626
27105,04:03:48,14628
23881,04:03:50,14630
27901,04:03:55,14635
26790,04:03:56,14636
20507,04:03:57,14637
27909,04:04:00,14640
26937,04:04:03,14643
26912,04:04:06,14646
36366,04:04:06,14646
28179,04:04:08,14648
24442,04:04:09,14649
20106,04:04:11,14651
24831,04:04:13,14653
27464,04:04:13,14653
27837,04:04:17,14657
27048,04:04:17,14657
24006,04:04:17,14657
20581,04:04:18,14658
27457,04:04:21,14661
36338,04:04:24,14664
23456,04:04:24,14664
26929,04:04:25,14665
21032,04:04:29,14669
27575,04:04:30,14670
20575,04:04:32,14672
20587,04:04:32,14672
24340,04:04:34,14674
23614,04:04:34,14674
26957,04:04:41,14681
27515,04:04:42,14682
20081,04:04:42,14682
24740,04:04:44,14684
23643,04:04:46,14686
20307,04:04:48,14688
27354,04:04:48,14688
28448,04:04:49,14689
24276,04:04:54,14694
27071,04:04:56,14696
27432,04:04:58,14698
23970,04:04:58,14698
24662,04:05:01,14701
23413,04:05:02,14702
24668,04:05:02,14702
27305,04:05:03,14703
27712,04:05:05,14705
28030,04:05:05,14705
24406,04:05:05,14705
24640,04:05:05,14705
27871,04:05:06,14706
28426,04:05:07,14707
27529,04:05:08,14708
28370,04:05:08,14708
23475,04:05:08,14708
21007,04:05:09,14709
26831,04:05:10,14710
27787,04:05:11,14711
27896,04:05:12,14712
23842,04:05:12,14712
24295,04:05:19,14719
27288,04:05:19,14719
23550,04:05:22,14722
24836,04:05:24,14724
20936,04:05:24,14724
24619,04:05:28,14728
26562,04:05:32,14732
20643,04:05:35,14735
24395,04:05:36,14736
27041,04:05:36,14736
23020,04:05:38,14738
23163,04:05:38,14738
20276,04:05:40,14740
27154,04:05:40,14740
26665,04:05:41,14741
24890,04:05:41,14741
24578,04:05:42,14742
27521,04:05:42,14742
27928,04:05:46,14746
24341,04:05:48,14748
20639,04:05:48,14748
28462,04:05:49,14749
23826,04:05:51,14751
24106,04:05:59,14759
20170,04:06:00,14760
33342,04:06:02,14762
28241,04:06:07,14767
20837,04:06:10,14770
23551,04:06:10,14770
27285,04:06:12,14772
24412,04:06:13,14773
36284,04:06:13,14773
27348,04:06:14,14774
23225,04:06:15,14775
26713,04:06:16,14776
23645,04:06:17,14777
23716,04:06:18,14778
26742,04:06:18,14778
26721,04:06:18,14778
30247,04:06:18,14778
24574,04:06:22,14782
27794,04:06:23,14783
28379,04:06:24,14784
26982,04:06:24,14784
27240,04:06:24,14784
26890,04:06:26,14786
20292,04:06:26,14786
24523,04:06:29,14789
26101,04:06:29,14789
28292,04:06:31,14791
23856,04:06:34,14794
27029,04:06:36,14796
23677,04:06:40,14800
36150,04:06:40,14800
27121,04:06:41,14801
27783,04:06:42,14802
28325,04:06:48,14808
33281,04:06:50,14810
24613,04:06:50,14810
23258,04:06:52,14812
27325,04:06:53,14813
26625,04:06:58,14818
23212,04:06:59,14819
23853,04:07:01,14821
20887,04:07:01,14821
27090,04:07:05,14825
28227,04:07:06,14826
24094,04:07:06,14826
24652,04:07:09,14829
28495,04:07:10,14830
20195,04:07:14,14834
33175,04:07:14,14834
26932,04:07:15,14835
28518,04:07:15,14835
27011,04:07:16,14836
27589,04:07:18,14838
23973,04:07:18,14838
26908,04:07:19,14839
26375,04:07:21,14841
27046,04:07:22,14842
27005,04:07:22,14842
23222,04:07:24,14844
36394,04:07:24,14844
26835,04:07:27,14847
26177,04:07:27,14847
23966,04:07:28,14848
23080,04:07:31,14851
27023,04:07:33,14853
27695,04:07:36,14856
28461,04:07:37,14857
23256,04:07:38,14858
30127,04:07:39,14859
36270,04:07:40,14860
24259,04:07:42,14862
28242,04:07:45,14865
24409,04:07:47,14867
36337,04:07:53,14873
26829,04:07:56,14876
26516,04:07:57,14877
20856,04:07:59,14879
20718,04:08:00,14880
24635,04:08:01,14881
27758,04:08:05,14885
24414,04:08:06,14886
23986,04:08:08,14888
20593,04:08:09,14889
27381,04:08:09,14889
28208,04:08:11,14891
33015,04:08:12,14892
27884,04:08:14,14894
26916,04:08:18,14898
33120,04:08:18,14898
28184,04:08:19,14899
24863,04:08:21,14901
26169,04:08:23,14903
26421,04:08:29,14909
24647,04:08:29,14909
23814,04:08:31,14911
28234,04:08:31,14911
24246,04:08:33,14913
33317,04:08:33,14913
33324,04:08:35,14915
20242,04:08:35,14915
26580,04:08:38,14918
24170,04:08:41,14921
27497,04:08:46,14926
28068,04:08:47,14927
24794,04:08:48,14928
20708,04:08:48,14928
23218,04:08:55,14935
28088,04:08:56,14936
27947,04:08:59,14939
23250,04:08:59,14939
33277,04:09:02,14942
27242,04:09:03,14943
27650,04:09:03,14943
26289,04:09:05,14945
26666,04:09:05,14945
24865,04:09:07,14947
24677,04:09:08,14948
20062,04:09:09,14949
24105,04:09:10,14950
23680,04:09:10,14950
24880,04:09:13,14953
24737,04:09:15,14955
33066,04:09:15,14955
26672,04:09:15,14955
26909,04:09:16,14956
24675,04:09:18,14958
20968,04:09:19,14959
26649,04:09:19,14959
26437,04:09:22,14962
26853,04:09:23,14963
30178,04:09:25,14965
28383,04:09:39,14979
28121,04:09:39,14979
26664,04:09:40,14980
23604,04:09:40,14980
23364,04:09:40,14980
26751,04:09:41,14981
24549,04:09:42,14982
27298,04:09:46,14986
23269,04:09:48,14988
33231,04:09:51,14991
27196,04:09:55,14995
20104,04:09:59,14999
23760,04:10:01,15001
26370,04:10:01,15001
26584,04:10:01,15001
23596,04:10:02,15002
27320,04:10:05,15005
26850,04:10:11,15011
27655,04:10:13,15013
24270,04:10:16,15016
20260,04:10:17,15017
24069,04:10:19,15019
24560,04:10:21,15021
20774,04:10:21,15021
26308,04:10:21,15021
23530,04:10:25,15025
24183,04:10:28,15028
20410,04:10:29,15029
27800,04:10:33,15033
26724,04:10:33,15033
28306,04:10:34,15034
20950,04:10:35,15035
26793,04:10:37,15037
23441,04:10:38,15038
23408,04:10:42,15042
27861,04:10:42,15042
27658,04:10:43,15043
20326,04:10:43,15043
27173,04:10:45,15045
27224,04:10:47,15047
27656,04:10:52,15052
24631,04:10:52,15052
20181,04:10:53,15053
20573,04:10:54,15054
20795,04:10:55,15055
27130,04:11:05,15065
27989,04:11:06,15066
24418,04:11:06,15066
24264,04:11:09,15069
26528,04:11:09,15069
24035,04:11:11,15071
20602,04:11:14,15074
27676,04:11:14,15074
26606,04:11:15,15075
20436,04:11:15,15075
27350,04:11:17,15077
26882,04:11:17,15077
20059,04:11:20,15080
26413,04:11:21,15081
36397,04:11:24,15084
23392,04:11:25,15085
20281,04:11:29,15089
24883,04:11:30,15090
28487,04:11:31,15091
23323,04:11:33,15093
27792,04:11:34,15094
27922,04:11:35,15095
20657,04:11:35,15095
23312,04:11:38,15098
26202,04:11:39,15099
28489,04:11:40,15100
36303,04:11:41,15101
24768,04:11:42,15102
36315,04:11:43,15103
20156,04:11:43,15103
24262,04:11:46,15106
27786,04:11:49,15109
26365,04:11:50,15110
36141,04:11:50,15110
27660,04:11:51,15111
24609,04:11:52,15112
24189,04:11:55,15115
24355,04:11:56,15116
30118,04:11:57,15117
27128,04:11:58,15118
26484,04:11:59,15119
23290,04:12:00,15120
23662,04:12:01,15121
26479,04:12:01,15121
28454,04:12:03,15123
23622,04:12:04,15124
23827,04:12:05,15125
27044,04:12:06,15126
20478,04:12:09,15129
27193,04:12:11,15131
27952,04:12:14,15134
24798,04:12:15,15135
23617,04:12:15,15135
27595,04:12:16,15136
27756,04:12:16,15136
27831,04:12:17,15137
28018,04:12:20,15140
28002,04:12:21,15141
26949,04:12:22,15142
23832,04:12:22,15142
23134,04:12:24,15144
24473,04:12:24,15144
28517,04:12:24,15144
23067,04:12:25,15145
30244,04:12:25,15145
24294,04:12:31,15151
24362,04:12:35,15155
33058,04:12:38,15158
33386,04:12:43,15163
23011,04:12:43,15163
26993,04:12:45,15165
24061,04:12:46,15166
24398,04:12:47,15167
27669,04:12:48,15168
20243,04:12:51,15171
26590,04:12:53,15173
28294,04:12:54,15174
27114,04:12:56,15176
20673,04:12:57,15177
20553,04:13:00,15180
24366,04:13:00,15180
33250,04:13:01,15181
28180,04:13:01,15181
28057,04:13:04,15184
23351,04:13:04,15184
20642,04:13:07,15187
20044,04:13:09,15189
24484,04:13:10,15190
26034,04:13:10,15190
33340,04:13:17,15197
27654,04:13:19,15199
27814,04:13:20,15200
23440,04:13:20,15200
28483,04:13:23,15203
23728,04:13:25,15205
27671,04:13:26,15206
23498,04:13:30,15210
20881,04:13:31,15211
28330,04:13:31,15211
28014,04:13:37,15217
27528,04:13:37,15217
24511,04:13:37,15217
20376,04:13:39,15219
21088,04:13:39,15219
36301,04:13:39,15219
24620,04:13:40,15220
27159,04:13:40,15220
23287,04:13:41,15221
27026,04:13:45,15225
20013,04:13:46,15226
26513,04:13:47,15227
21036,04:13:52,15232
27564,04:13:53,15233
20841,04:13:55,15235
26313,04:13:56,15236
28507,04:14:00,15240
26342,04:14:02,15242
28524,04:14:02,15242
20353,04:14:03,15243
24324,04:14:03,15243
33258,04:14:05,15245
33039,04:14:05,15245
23394,04:14:06,15246
24572,04:14:06,15246
27135,04:14:06,15246
23858,04:14:07,15247
20055,04:14:07,15247
24510,04:14:08,15248
27993,04:14:08,15248
24387,04:14:09,15249
33343,04:14:10,15250
36302,04:14:10,15250
30193,04:14:11,15251
27261,04:14:12,15252
26717,04:14:15,15255
24879,04:14:15,15255
24841,04:14:17,15257
24496,04:14:19,15259
20221,04:14:19,15259
28296,04:14:19,15259
23572,04:14:20,15260
26459,04:14:21,15261
27933,04:14:22,15262
24690,04:14:23,15263
23579,04:14:23,15263
20469,04:14:23,15263
20616,04:14:28,15268
26558,04:14:32,15272
23534,04:14:33,15273
30080,04:14:36,15276
24137,04:14:38,15278
26744,04:14:39,15279
26351,04:14:42,15282
26295,04:14:43,15283
20227,04:14:44,15284
20408,04:14:46,15286
28244,04:14:48,15288
27731,04:14:48,15288
27132,04:14:48,15288
28514,04:14:50,15290
26261,04:14:51,15291
33190,04:14:52,15292
28357,04:14:53,15293
24671,04:14:57,15297
23300,04:14:57,15297
23582,04:14:58,15298
27924,04:14:58,15298
26170,04:15:00,15300
30011,04:15:01,15301
26690,04:15:03,15303
33183,04:15:05,15305
33341,04:15:06,15306
36165,04:15:07,15307
20225,04:15:07,15307
23486,04:15:08,15308
23516,04:15:08,15308
23242,04:15:08,15308
28305,04:15:11,15311
24710,04:15:14,15314
23306,04:15:19,15319
30021,04:15:23,15323
28528,04:15:24,15324
20094,04:15:25,15325
33284,04:15:27,15327
26977,04:15:28,15328
27981,04:15:28,15328
24149,04:15:29,15329
26463,04:15:31,15331
26556,04:15:33,15333
23166,04:15:34,15334
28215,04:15:36,15336
28346,04:15:40,15340
26355,04:15:41,15341
36042,04:15:41,15341
23577,04:15:42,15342
27266,04:15:44,15344
26877,04:15:45,15345
28105,04:15:47,15347
23876,04:15:48,15348
36440,04:15:48,15348
21064,04:15:55,15355
20830,04:15:59,15359
28127,04:16:00,15360
28368,04:16:02,15362
36029,04:16:03,15363
26699,04:16:04,15364
27340,04:16:05,15365
20200,04:16:05,15365
26749,04:16:08,15368
